# workstation war game answer sheet — 0624_axis dataset.zarr episode 0 (n=1135 steps, 59.94 fps)
# generated 2026-07-06 on oem@147.47.191.80, source: data/robot0_eef_rot_axis_angle[:1135]
#
# ==== 계산식 (이 정의와 다르면 곡선이 어긋나는 게 정상이니 반드시 맞출 것) ====
# R_cmd  = Rotation.from_rotvec(zarr rotvec)                     # zarr 정답 자세
# uvw    = R_cmd.as_euler('zxz', degrees=True)                   # 현재 배포코드가 로봇에 쓰는 UVW
# R_raw  = Rotation.from_euler('xyz', uvw, degrees=True)         # 로봇의 물리 해석 (SDK: extrinsic RPY)
# O      = R_cmd[0] * R_raw[0].inv()                             # step0에서 오차 0이 되는 상수 offset (WORLD측 좌곱)
# R_old  = O * R_raw                                             # [수정 전] 로봇이 취하게 될 물리 자세
# [수정 후] = R_cmd 그대로 (xyz 통역은 항등이므로 별도 컬럼 없음 — zarr_* 컬럼이 곧 수정 후)
# err_old_deg = angle(R_cmd^-1 * R_old)                          # 통역 오류가 만든 자세 오차
# rel_* = (R[0].inv() * R[k]).as_rotvec()                        # 에피소드 시작 기준 상대회전 (body쪽 아님, 이 식 그대로)
# tool offset은 O(step0 보정) 외에 일절 미적용 — [B] 비교 시 offset [0,0,0] 상태와 대조할 것
# 단위: rotvec=rad, rpy/uvw/err=deg. rpy는 extrinsic 'xyz' 분해.
step,t_sec,zarr_rotvec_x,zarr_rotvec_y,zarr_rotvec_z,zarr_rpy_roll,zarr_rpy_pitch,zarr_rpy_yaw,uvw_zxz_u,uvw_zxz_v,uvw_zxz_w,old_rotvec_x,old_rotvec_y,old_rotvec_z,old_rpy_roll,old_rpy_pitch,old_rpy_yaw,rel_zarr_rotvec_x,rel_zarr_rotvec_y,rel_zarr_rotvec_z,rel_old_rotvec_x,rel_old_rotvec_y,rel_old_rotvec_z,err_old_deg
920,15.348682015,-2.815583467,-0.431148887,-0.627173245,-170.202481847,-26.289758700,15.118761398,109.006851640,152.066201343,126.418943765,2.654746491,0.699738096,0.839355692,154.050473840,-27.754934839,36.048239172,-0.254076510,0.337477963,-0.420980763,-0.742463109,0.462825938,-0.669456506,32.043601601
921,15.365365365,-2.818907976,-0.429375917,-0.619665742,-170.233647530,-25.965263416,15.064641044,109.204783852,152.378565437,126.526222721,2.655198793,0.706326040,0.833153181,154.118045608,-27.466885910,36.221636489,-0.255797797,0.332567035,-0.418300199,-0.742309005,0.457230213,-0.672919701,32.107250107
922,15.382048715,-2.821994066,-0.428333700,-0.613257825,-170.284476273,-25.685357018,15.041448297,109.334923123,152.655755072,126.596340728,2.654915277,0.712052398,0.828178622,154.137515573,-27.226521152,36.392109288,-0.257587440,0.328277386,-0.416300788,-0.742644025,0.452756059,-0.676130671,32.176160221
923,15.398732065,-2.823670149,-0.427878350,-0.607373893,-170.274662971,-25.445875233,15.032454234,109.545974850,152.875075514,126.779236535,2.656256936,0.715797232,0.821690120,154.244959625,-26.956276692,36.435823489,-0.258163061,0.324340820,-0.414909056,-0.742484403,0.447409076,-0.677460797,32.198340839
924,15.415415415,-2.823531866,-0.427077651,-0.602074921,-170.164814870,-25.253474655,14.993928847,109.906428805,153.016477325,127.108754038,2.660428657,0.717354286,0.813159640,154.510801106,-26.649442102,36.313267149,-0.257013969,0.320987441,-0.413555977,-0.740926798,0.440687617,-0.676434920,32.146419614
925,15.432098765,-2.821894407,-0.425090909,-0.597123682,-169.953988157,-25.093410952,14.892078498,110.430304714,153.091782956,127.563583185,2.667570860,0.717366323,0.802792609,154.946161190,-26.311298158,36.049549087,-0.254302091,0.318180566,-0.411615813,-0.737570864,0.432588204,-0.673479353,32.023613366
926,15.448782115,-2.819683075,-0.421672493,-0.592151701,-169.685209437,-24.937924150,14.723905677,111.060494511,153.139694569,128.071149254,2.676545205,0.717035239,0.791551796,155.488874623,-25.959957346,35.727095406,-0.250848793,0.315649195,-0.408775622,-0.732813745,0.423707429,-0.669777242,31.863038569
927,15.465465465,-2.818897963,-0.416673869,-0.586295426,-169.457670669,-24.726171016,14.499531604,111.668396894,153.250748646,128.484916052,2.684765237,0.719023264,0.781199235,156.000201781,-25.622286555,35.520210244,-0.248472632,0.312701674,-0.404607801,-0.727782445,0.415092642,-0.667893988,31.734570155
928,15.482148815,-2.819357395,-0.411233634,-0.578819394,-169.270939514,-24.435509360,14.267691387,112.280053073,153.445793882,128.877421268,2.692422238,0.722904516,0.770075050,156.490490687,-25.237747386,35.392830851,-0.247023912,0.308664724,-0.399768343,-0.722934517,0.405691165,-0.667272906,31.632108155
929,15.498832165,-2.819918394,-0.408218116,-0.569575310,-169.107958229,-24.081620394,14.144119971,112.918012058,153.704085397,129.392117770,2.699924103,0.726258612,0.755829994,156.969746751,-24.731420567,35.226267815,-0.245706885,0.303018217,-0.396241773,-0.719250357,0.394366947,-0.665907858,31.524233728
930,15.515515516,-2.820040703,-0.407605290,-0.559401214,-168.949681996,-23.703134338,14.123200782,113.584822594,153.982998132,130.033831973,2.707648837,0.728149873,0.738924066,157.454069760,-24.130818891,34.983527577,-0.244125351,0.296358559,-0.394197245,-0.716448419,0.381560620,-0.663162395,31.390208147
931,15.532198866,-2.819578886,-0.407692224,-0.548320472,-168.758725077,-23.299684814,14.130287910,114.354109101,154.267131826,130.809236538,2.716864121,0.728822617,0.719231347,158.020402431,-23.443029687,34.647724706,-0.241940220,0.289006501,-0.392521370,-0.713247010,0.366960298,-0.658902611,31.207041106
932,15.548882216,-2.819158554,-0.406809419,-0.536410272,-168.544571029,-22.862079605,14.098690132,115.222063228,154.566872515,131.644460291,2.727498874,0.729514840,0.697898387,158.672269821,-22.706697444,34.278832998,-0.239589963,0.281261508,-0.390060173,-0.708978982,0.351111235,-0.654112440,30.985917530
933,15.565565566,-2.818872452,-0.404301286,-0.523524940,-168.300932191,-22.381776356,14.001847577,116.215850529,154.885073375,132.539999782,2.739970946,0.730438929,0.674766260,159.435819540,-21.919508400,33.878180255,-0.237076125,0.273134125,-0.386344156,-0.703182646,0.333835661,-0.648819314,30.718687348
934,15.582248916,-2.819045067,-0.399415255,-0.511471570,-168.061514585,-21.919427362,13.808526016,117.206796265,155.181720110,133.335302448,2.752702059,0.732196420,0.653568042,160.218945249,-21.210189050,33.530280476,-0.234906524,0.265941103,-0.381133527,-0.696171149,0.317736046,-0.644275375,30.448149538
935,15.598932266,-2.819132090,-0.395472646,-0.499445707,-167.837934105,-21.459817993,13.657878951,118.188559314,155.475786093,134.159438933,2.765333151,0.732998248,0.631833324,160.989358128,-20.484938321,33.157527198,-0.232816802,0.258599187,-0.376555413,-0.689449152,0.301563268,-0.639052460,30.158969793
936,15.615615616,-2.820121050,-0.392559052,-0.487378597,-167.686236115,-20.988586254,13.559760016,119.069924596,155.807329919,134.919152838,2.776205050,0.734348468,0.610882358,161.661409812,-19.771957937,32.855229215,-0.231782859,0.250992619,-0.372572625,-0.683848605,0.286087801,-0.634662575,29.892106280
937,15.632298966,-2.821303844,-0.389682263,-0.474326760,-167.537536953,-20.477227599,13.468379114,120.022899008,156.168515807,135.750925151,2.787981466,0.735336484,0.587890625,162.387242725,-18.992481294,32.519750695,-0.230861017,0.242707861,-0.368433929,-0.677765907,0.269295246,-0.629550987,29.584536415
938,15.648982316,-2.822336674,-0.386094660,-0.459166825,-167.347535754,-19.885552019,13.352659587,121.197398285,156.568833351,136.776778444,2.802881264,0.735202432,0.560072553,163.293577044,-18.064399742,32.069575160,-0.229492018,0.233141783,-0.363486011,-0.669846023,0.249275144,-0.622368766,29.176096894
939,15.665665666,-2.822669268,-0.381937921,-0.443203479,-167.105782985,-19.268855810,13.214003556,122.551450809,156.951941967,137.963333831,2.820681041,0.732842993,0.529002303,164.354966335,-17.050641556,31.487690744,-0.227337712,0.223165660,-0.358077981,-0.660101830,0.227374041,-0.612696041,28.667833358
940,15.682349016,-2.823429823,-0.377182424,-0.426405340,-166.877276157,-18.611877383,13.058682217,123.986516182,157.361826164,139.204717343,2.839600477,0.729902285,0.496135086,165.480829022,-15.984089288,30.880162343,-0.225524283,0.212705349,-0.352090291,-0.649363680,0.204466949,-0.602181578,28.103173912
941,15.699032366,-2.824200153,-0.372943252,-0.409229308,-166.660412268,-17.940150237,12.930111161,125.474491696,157.775706275,140.519567730,2.859323439,0.725275194,0.461637187,166.643496999,-14.870661331,30.216980229,-0.223826328,0.201893590,-0.346375590,-0.638128237,0.180927904,-0.590222692,27.477247326
942,15.715715716,-2.825603962,-0.368047535,-0.393370867,-166.493446858,-17.307397451,12.777525315,126.852401815,158.174097789,141.694900196,2.877580976,0.721227834,0.430011160,167.724175876,-13.854981333,29.638322826,-0.222924054,0.192047296,-0.340383150,-0.627144669,0.159487098,-0.579381156,26.881650495
943,15.732399066,-2.826515913,-0.363353014,-0.379936934,-166.334766238,-16.771465812,12.626750368,128.093030908,158.491013465,142.743603839,2.894341543,0.716353375,0.402320709,168.704404992,-12.978793177,29.091821225,-0.221890797,0.183809769,-0.334957998,-0.616774154,0.141058011,-0.568930797,26.327516967
944,15.749082416,-2.825971842,-0.359859675,-0.368012160,-166.130346585,-16.311580144,12.516705934,129.322376155,158.711752224,143.836368114,2.911499877,0.708240037,0.375627596,169.675581733,-12.150363716,28.445790763,-0.219750168,0.176427189,-0.330688940,-0.606380004,0.123986551,-0.556563206,25.748061787
945,15.765765766,-2.825429440,-0.356400549,-0.357240647,-165.942423230,-15.894516365,12.406495455,130.464370154,158.901766641,144.843044499,2.927535090,0.700048214,0.351262057,170.577422589,-11.399064572,27.839216882,-0.217773484,0.169806754,-0.326627925,-0.596437446,0.108646990,-0.544765189,25.201273756
946,15.782449116,-2.826494455,-0.352665842,-0.346009642,-165.841256877,-15.441146496,12.295085890,131.526938538,159.167275660,145.751184728,2.941929558,0.694057130,0.327438590,171.408370849,-10.650600700,27.351220965,-0.217362109,0.162866518,-0.322185007,-0.587173492,0.093474516,-0.534775628,24.683289840
947,15.799132466,-2.829370260,-0.347911984,-0.333015084,-165.816970709,-14.897548967,12.156612698,132.645452224,159.542160908,146.665760426,2.956559318,0.689710809,0.301197041,172.279906274,-9.815058396,26.926284268,-0.218530564,0.154860579,-0.316636409,-0.577300455,0.076552466,-0.525436707,24.129370170
948,15.815815816,-2.833893061,-0.342702597,-0.317939490,-165.866250805,-14.256129346,12.014231224,133.862293205,160.028922300,147.652882163,2.972019426,0.685885884,0.271169142,173.222246383,-8.850273375,26.515643661,-0.221172015,0.145494178,-0.310324212,-0.566608161,0.057198775,-0.515726291,23.506769643
949,15.832499166,-2.837713957,-0.337904543,-0.302028716,-165.879342296,-13.591504393,11.890021179,135.259052113,160.497365924,148.840244476,2.990248226,0.678043245,0.237445650,174.301332299,-7.780886963,25.939589741,-0.223166252,0.135528476,-0.304200843,-0.554194336,0.036235795,-0.502521524,22.764855584
950,15.849182516,-2.840831518,-0.333853483,-0.287158936,-165.876842506,-12.976416649,11.791009173,136.638607430,160.910340995,150.043878483,3.008494109,0.667958627,0.204563431,175.362803643,-6.746299475,25.309463639,-0.224697570,0.126161840,-0.298800627,-0.541755796,0.016396582,-0.488133325,22.011085362
951,15.865865866,-2.843319893,-0.329908371,-0.274598718,-165.865205313,-12.456186572,11.686467473,137.869360656,161.244235766,151.106147570,3.024978296,0.657891657,0.176070405,176.312818346,-5.858604941,24.728693436,-0.225852471,0.118350175,-0.293900640,-0.530250580,-0.000421159,-0.474808376,21.338896543
952,15.882549216,-2.845751047,-0.326429456,-0.263631999,-165.872861656,-11.999421551,11.595096111,138.949844055,161.543999688,152.037173828,3.039389694,0.648631114,0.150947756,177.144717891,-5.076315691,24.219967020,-0.227158396,0.111535323,-0.289584067,-0.520013487,-0.015053982,-0.462906606,20.744445569
953,15.899232566,-2.848427296,-0.322343558,-0.254117817,-165.903185709,-11.593980321,11.474527996,139.891253452,161.822819784,152.804123302,3.051913172,0.641356421,0.129346794,177.878363117,-4.407707358,23.817565134,-0.228788274,0.105800808,-0.285092390,-0.510696811,-0.027650021,-0.453120052,20.241662060
954,15.915915916,-2.851057529,-0.317064822,-0.245848358,-165.931551611,-11.232322697,11.301171446,140.751945267,162.068627732,153.443471215,3.063533032,0.635540327,0.110675999,178.564605188,-3.840340655,23.488047118,-0.230373929,0.101112289,-0.280019413,-0.501592554,-0.038538063,-0.444861698,19.811698563
955,15.932599266,-2.853754997,-0.312252045,-0.237581566,-165.971357318,-10.872218856,11.147026767,141.609077033,162.318633406,154.097770147,3.075028148,0.629145047,0.091701482,179.242734115,-3.261439504,23.147615644,-0.232098960,0.096349259,-0.275257309,-0.492603552,-0.049445064,-0.436260233,19.379066249
956,15.949282616,-2.855394840,-0.307605743,-0.228706032,-165.950913225,-10.498465393,11.000094466,142.642834768,162.525107124,154.940120017,-3.070163149,-0.614506868,-0.069643714,-179.951699344,-2.608611312,22.635784529,-0.232776410,0.091169370,-0.270569726,-0.481794161,-0.061209620,-0.424206257,18.848245902
957,15.965965966,-2.856653929,-0.303995103,-0.219689265,-165.920554968,-10.126432220,10.894998833,143.714425439,162.717096674,155.863136106,-3.062306495,-0.597062060,-0.046860691,-179.132681142,-1.922295331,22.050705161,-0.233188508,0.085724953,-0.266572126,-0.470800648,-0.073090613,-0.410603796,18.283791556
958,15.982649316,-2.857932806,-0.300919026,-0.210628986,-165.898468379,-9.754558930,10.811981778,144.793158962,162.909889032,156.814501776,-3.054350289,-0.578749134,-0.024063347,-178.318339800,-1.221120810,21.440887679,-0.233693479,0.080161585,-0.262922763,-0.459793995,-0.084905370,-0.396370209,17.715559193
959,15.999332666,-2.859402180,-0.298449397,-0.200169921,-165.885250030,-9.329582890,10.759781943,146.032682864,163.132983130,157.949997480,-3.045287255,-0.556517815,0.002183094,-177.400025500,-0.392862294,20.703815304,-0.234397969,0.073557243,-0.259431800,-0.447331488,-0.098393025,-0.379131061,17.062020125
960,16.016016016,-2.864226103,-0.295597523,-0.189482212,-166.059942094,-8.868012685,10.698220582,147.070770159,163.525579736,158.855274293,-3.036841497,-0.541665326,0.027592308,-176.621825581,0.438066597,20.239303402,-0.238440340,0.066842620,-0.255463487,-0.436937675,-0.112551790,-0.366465753,16.542588967
961,16.032699366,-2.869517803,-0.291929841,-0.176823363,-166.244007308,-8.324588057,10.612091747,148.393936873,163.962930613,160.011915177,-3.025685930,-0.521138762,0.058108264,-175.632949472,1.446133386,19.600416562,-0.242831247,0.058960691,-0.250601835,-0.423370559,-0.129265106,-0.349527324,15.927397809
962,16.049382716,-2.874722481,-0.288595974,-0.163360998,-166.424935844,-7.753363230,10.541322557,149.883207956,164.402995231,161.348742745,-3.012926808,-0.495863257,0.090997339,-174.535536425,2.555121247,18.813714481,-0.247184746,0.050504769,-0.245840434,-0.407996431,-0.146926771,-0.329162776,15.294102342
963,16.066066066,-2.879382133,-0.285869509,-0.149853691,-166.583859898,-7.187903421,10.493160716,151.473827844,164.810857293,162.813494677,-2.999034243,-0.466485846,0.124259296,-173.383816175,3.705042104,17.896718637,-0.251101709,0.041936970,-0.241511427,-0.391449208,-0.164352936,-0.306003265,14.706294653
964,16.082749416,-2.883400679,-0.283608466,-0.137591586,-166.721269352,-6.677737211,10.456816172,152.990696287,165.163730250,164.225671876,-2.985336235,-0.437014023,0.154395124,-172.300706123,4.775260837,16.977908614,-0.254513849,0.034138824,-0.237739980,-0.375477324,-0.179851172,-0.283056897,14.259623273
965,16.099432766,-2.888041496,-0.281473994,-0.126737729,-166.906011093,-6.218752358,10.418751719,154.313308018,165.527637210,165.446456654,-2.972731932,-0.411795402,0.181032877,-171.357554794,5.744388709,16.207751827,-0.258644332,0.027274310,-0.234263710,-0.361389152,-0.193793875,-0.263154611,14.000751012
966,16.116116116,-2.892122507,-0.279053837,-0.116887636,-167.064890015,-5.802067347,10.364248619,155.584915307,165.843489474,166.607453416,-2.960129807,-0.386944581,0.205034103,-170.454771151,6.637217987,15.449579304,-0.262255293,0.021139199,-0.230800375,-0.347550413,-0.206161411,-0.243766019,13.863083803
967,16.132799466,-2.895971775,-0.276559472,-0.107767493,-167.216226277,-5.415527563,10.303058285,156.807913331,166.134062210,167.718090262,-2.947607626,-0.362646932,0.227104561,-169.591569533,7.477893165,14.709869308,-0.265676600,0.015512937,-0.227427157,-0.334049007,-0.217421336,-0.224901144,13.840934349
968,16.149482816,-2.898074389,-0.273523152,-0.098803975,-167.267527823,-5.045087861,10.220076420,158.171242743,166.319788902,168.954565640,-2.933492362,-0.333580740,0.247762313,-168.647358481,8.293899738,13.800799426,-0.267340969,0.010079850,-0.223808859,-0.318695915,-0.227153670,-0.203078222,13.887680118
969,16.166166166,-2.899470806,-0.270114601,-0.090118527,-167.279763469,-4.688707682,10.121715949,159.570666709,166.456519667,170.215289246,-2.918656474,-0.303038828,0.266779643,-167.690329858,9.075276072,12.836035008,-0.268302680,0.004893368,-0.220025977,-0.302721817,-0.235670994,-0.180400356,14.036827846
970,16.182849516,-2.901390553,-0.266760409,-0.081291430,-167.323620308,-4.323872439,10.025766453,160.988618348,166.617910814,171.494887382,-2.903205925,-0.272082207,0.285716179,-166.731020738,9.880203307,11.860021117,-0.269815053,-0.000387779,-0.216232793,-0.286474079,-0.244152294,-0.157277528,14.329923678
971,16.199532866,-2.903950691,-0.264617682,-0.072713792,-167.415098520,-3.969525055,9.975323771,162.334365564,166.813545845,172.747572624,-2.888345695,-0.242125083,0.304241710,-165.841832161,10.693027518,10.915338760,-0.272089300,-0.005694756,-0.213256500,-0.271231397,-0.252522350,-0.134665902,14.770136034
972,16.216216216,-2.905848026,-0.263625473,-0.065801933,-167.485379348,-3.688001129,9.963122264,163.434224220,166.961593852,173.801862493,-2.876159851,-0.216698879,0.318802209,-165.136385611,11.357530618,10.103689699,-0.273829409,-0.010091590,-0.211352682,-0.258887209,-0.258852052,-0.115516694,15.225945047
973,16.232899566,-2.906613588,-0.262478590,-0.060535349,-167.498498144,-3.476204902,9.939206690,164.324496955,167.031610491,174.644571542,-2.866179789,-0.195759791,0.328911801,-164.572351039,11.843546544,9.424306909,-0.274456074,-0.013382561,-0.209674138,-0.248766835,-0.262827819,-0.099972432,15.610574024
974,16.249582916,-2.907001019,-0.263368994,-0.056148216,-167.507201786,-3.308157862,9.991329568,165.039410257,167.083348158,175.392931053,-2.858525658,-0.177307877,0.337345742,-164.152927047,12.263073535,8.811955107,-0.274874843,-0.016436473,-0.209506247,-0.241066001,-0.265931383,-0.086273609,15.988952048
975,16.266266266,-2.907507658,-0.266864896,-0.050944824,-167.535681494,-3.117630410,10.147835146,165.836706993,167.157686663,176.325078845,-2.850410025,-0.154717799,0.347749878,-163.728742899,12.789904124,8.049694613,-0.275613811,-0.020466316,-0.210916344,-0.233064596,-0.269686300,-0.069404053,16.527934429
976,16.282949616,-2.907751322,-0.271505624,-0.045331661,-167.554876120,-2.917045974,10.350707420,166.696727177,167.222832838,177.365557381,-2.841717852,-0.129379487,0.358542188,-163.295391363,13.356885392,7.183343799,-0.276189728,-0.024962651,-0.213024045,-0.224617685,-0.273281874,-0.050546905,17.183861848
977,16.299632966,-2.906850815,-0.276603132,-0.040832110,-167.516965751,-2.767865480,10.568521621,167.392271028,167.218544594,178.263566696,-2.835047814,-0.107098388,0.366134130,-162.982446539,13.788623912,6.399489952,-0.275678487,-0.028816252,-0.215671491,-0.218121858,-0.275096263,-0.034225128,17.760348456
978,16.316316316,-2.902517080,-0.279869556,-0.039205179,-167.285051262,-2.743609528,10.709473463,167.716915287,166.997180307,178.732129774,-2.832881249,-0.093690764,0.364883470,-162.886809780,13.820970153,5.877888319,-0.271609887,-0.030521024,-0.217750842,-0.215438195,-0.272148094,-0.025389380,17.913161449
979,16.332999666,-2.896623135,-0.286358953,-0.039498322,-166.994098498,-2.815946441,10.970736072,167.671324106,166.697882096,178.963107440,-2.835956246,-0.086174842,0.359986986,-163.068786594,13.670200562,5.525094616,-0.266258585,-0.031523025,-0.222363925,-0.217735596,-0.267347854,-0.021181732,17.905047051
980,16.349683016,-2.886951208,-0.294692159,-0.040298689,-166.505018254,-2.940790805,11.308810392,167.585003813,166.194123020,179.241824479,-2.840647722,-0.075961920,0.350760008,-163.336321309,13.362386787,5.029240385,-0.257307949,-0.032569773,-0.228478640,-0.221113674,-0.259075787,-0.015919642,17.847955090
981,16.366366366,-2.874808550,-0.301280677,-0.041183718,-165.866572107,-3.081187073,11.583491121,167.568192905,165.541296184,179.533739167,-2.844653798,-0.063915588,0.338063057,-163.556107140,12.928425020,4.450155545,-0.245760490,-0.033315474,-0.233596349,-0.223451209,-0.248239777,-0.010023653,17.748113672
982,16.383049716,-2.862707376,-0.305913538,-0.042305760,-165.219377084,-3.225395057,11.780684401,167.543926049,164.879215111,179.743070190,-2.848286855,-0.053627611,0.324394208,-163.745532767,12.445682193,3.941473711,-0.234095240,-0.033573148,-0.237475163,-0.225431879,-0.237094703,-0.005482281,17.625849247
983,16.399733066,-2.851268530,-0.310584038,-0.045066096,-164.618828786,-3.431667527,11.969709909,167.260666058,164.249684405,179.693917513,-2.854706692,-0.050035289,0.309452809,-164.071865491,11.870687705,3.674848458,-0.223109483,-0.032722862,-0.241645607,-0.230231571,-0.226065110,-0.005694299,17.421931164
984,16.416416416,-2.841068506,-0.313261092,-0.050696015,-164.088777956,-3.734415524,12.062159058,166.608082736,163.667443796,179.192310888,-2.864537688,-0.057672676,0.291887138,-164.556827806,11.128347920,3.820352212,-0.213202596,-0.029569269,-0.244926947,-0.238407358,-0.215005180,-0.013913409,16.975460346
985,16.433099766,-2.831528187,-0.314882785,-0.057561330,-163.595413114,-4.077606674,12.103116960,165.833323659,163.109755476,178.524442366,-2.875192392,-0.069256136,0.273310979,-165.085707378,10.330521819,4.115479163,-0.203878518,-0.025371692,-0.247690152,-0.247500094,-0.203934955,-0.024909106,16.491319605
986,16.449783116,-2.819436312,-0.318018019,-0.062751412,-162.962318891,-4.383202369,12.214081591,165.339590828,162.423732805,178.210533189,-2.883354342,-0.070974998,0.254600064,-165.499069195,9.585309905,4.042441033,-0.192148439,-0.022586447,-0.251331349,-0.254037618,-0.191301307,-0.029285691,16.311654765
987,16.466466466,-2.805792093,-0.320677370,-0.065905631,-162.228446814,-4.620501407,12.317466737,165.169304528,161.656396962,178.209529532,-2.887995805,-0.064193314,0.236615876,-165.729746676,8.914568865,3.664819782,-0.178814469,-0.021108878,-0.254400971,-0.257070632,-0.177951421,-0.027846603,16.359136932
988,16.483149816,-2.791958809,-0.323173314,-0.067552596,-161.475479994,-4.801451932,12.421905653,165.190705401,160.884496637,178.396078199,-2.890461999,-0.052838004,0.220117281,-165.848451390,8.325383060,3.129715315,-0.165265606,-0.020623007,-0.257125075,-0.258087402,-0.164948379,-0.023100383,16.576294030
989,16.499833166,-2.778968811,-0.326754481,-0.066664189,-160.766359553,-4.884619090,12.584095669,165.456685108,160.178572936,178.868914547,-2.890398344,-0.035471043,0.207590620,-165.844405684,7.921924588,2.391356228,-0.152638619,-0.022044409,-0.260115495,-0.256918394,-0.153693694,-0.013660321,17.039027250
990,16.516516517,-2.765333176,-0.329922050,-0.062777519,-160.002085790,-4.853756090,12.750938968,166.055127127,159.444938564,179.662319364,-2.886709238,-0.010475702,0.196901816,-165.656969566,7.632405491,1.377586677,-0.139302122,-0.025473064,-0.262351099,-0.252369661,-0.142524533,0.001221492,17.702148363
991,16.533199867,-2.752533913,-0.332257539,-0.056343574,-159.265208630,-4.711633835,12.903265864,166.895233409,158.759638512,-179.339055500,-2.880032858,0.018616625,0.188624539,-165.324908996,7.465997458,0.222016234,-0.126705887,-0.030521705,-0.263533781,-0.245240034,-0.132361504,0.019329104,18.472513640
992,16.549883217,-2.740955114,-0.332868129,-0.048123378,-158.574141359,-4.478107282,13.000847983,167.899344507,158.132743579,-178.252197635,-2.870900482,0.048979667,0.181841523,-164.874602699,7.376773823,-0.974111010,-0.115160791,-0.036513659,-0.263151229,-0.236044245,-0.123034044,0.038656920,19.236304666
993,16.566566567,-2.731440067,-0.331842303,-0.040022347,-157.987431913,-4.221476522,13.032410225,168.859159772,157.606068853,-177.287020029,-2.861482648,0.075447754,0.175990114,-164.411903916,7.313006826,-2.018378402,-0.105533248,-0.042129208,-0.261541285,-0.226812885,-0.114956903,0.055625153,19.861419217
994,16.583249917,-2.724406958,-0.328677595,-0.032118127,-157.525358866,-3.937394741,12.975465340,169.793198761,157.200681516,-176.448749319,-2.851410267,0.097865595,0.171629165,-163.911936270,7.295721060,-2.899015496,-0.098191204,-0.047206645,-0.258342952,-0.217110255,-0.108557528,0.070222026,20.293329984
995,16.599933267,-2.720646143,-0.323956519,-0.024632819,-157.239192295,-3.632771990,12.849421804,170.680660513,156.966337595,-175.738480137,-2.840958886,0.115918634,0.170084893,-163.389937719,7.373236401,-3.595290310,-0.093983747,-0.051664122,-0.253955207,-0.207192997,-0.104785671,0.082442854,20.532202220
996,16.616616617,-2.718551874,-0.318672180,-0.015832501,-157.038921047,-3.258014694,12.709679471,171.697961133,156.821318426,-174.930490134,-2.828644098,0.135392873,0.170877766,-162.785758067,7.565143137,-4.334024511,-0.091414826,-0.056907181,-0.248848301,-0.195717095,-0.102386436,0.096154226,20.786426495
997,16.633299967,-2.715355873,-0.314076513,-0.005922790,-156.779463362,-2.850548903,12.610017125,172.802217005,156.614768354,-174.001984073,-2.815632500,0.157860290,0.170546602,-162.164004944,7.742530620,-5.201185988,-0.087851287,-0.063076801,-0.244068989,-0.183742254,-0.098706368,0.111807670,21.190249098
998,16.649983317,-2.712594986,-0.309696615,0.002769271,-156.554017916,-2.488962492,12.509940861,173.765294391,156.429695385,-173.208205996,-2.804145067,0.177000875,0.169672614,-161.618479302,7.880240777,-5.946590917,-0.084765371,-0.068434104,-0.239624464,-0.173227433,-0.095158641,0.125132631,21.535678742
999,16.666666667,-2.710663557,-0.305525005,0.009031589,-156.389003656,-2.219486804,12.397638937,174.472988979,156.290862807,-172.665419365,-2.795440360,0.190119073,0.168477960,-161.199396902,7.959861540,-6.461582578,-0.082524434,-0.072118393,-0.235709251,-0.165222041,-0.092334928,0.134240974,21.728437407
1000,16.683350017,-2.710661888,-0.301852286,0.013560236,-156.345000265,-2.009793074,12.287346518,175.001565105,156.264665331,-172.290172634,-2.788568931,0.198718753,0.169122169,-160.867429842,8.076957742,-6.788811213,-0.082247651,-0.074630434,-0.232353718,-0.158927589,-0.091487396,0.140534559,21.812118576
1001,16.700033367,-2.711116314,-0.298953176,0.017833505,-156.334110425,-1.813177159,12.205187282,175.490720779,156.268737869,-171.924180981,-2.782241373,0.206889256,0.170445513,-160.569146573,8.217140199,-7.096244022,-0.082501759,-0.077087173,-0.229559063,-0.153213074,-0.091157394,0.146645455,21.926608666
1002,16.716716717,-2.711076260,-0.296022177,0.022464110,-156.294421836,-1.605132262,12.125975037,176.012903862,156.243271279,-171.524226718,-2.775595731,0.215983863,0.171128038,-160.258234343,8.341785360,-7.445047541,-0.082273498,-0.079801310,-0.226701293,-0.147226421,-0.090233715,0.153310307,22.077013526
1003,16.733400067,-2.710423946,-0.291329890,0.027368445,-156.208280910,-1.376042118,11.979879278,176.592367089,156.170831252,-171.137866615,-2.767980218,0.225068020,0.170360984,-159.886627948,8.417090721,-7.801779501,-0.081294340,-0.082415389,-0.222598106,-0.140210320,-0.088345530,0.159787363,22.151313457
1004,16.750083417,-2.709586382,-0.285595477,0.031999819,-156.107330499,-1.150361854,11.790334096,177.161715220,156.081275628,-170.804551839,-2.760268557,0.233057097,0.168788207,-159.498942809,8.456115985,-8.120502327,-0.080049946,-0.084662500,-0.217825029,-0.132996762,-0.086093194,0.165400808,22.148152449
